0.794642857,0.419642857,0.352678571,0.049107143,0.102678571
0.660714286,0.491071429,0.383928571,0.058035714,0.080357143
0.678571429,0.348214286,0.375,0.058035714,0.102678571
0.5,0.303571429,0.4375,0.053571429,0.129464286
0.433035714,0.4375,0.4375,0.058035714,0.098214286
0.491071429,0.477678571,0.34375,0.066964286,0.09375
0.491071429,0.410714286,0.361607143,0.0625,0.107142857
0.616071429,0.223214286,0.352678571,0.022321429,0.482142857
0.459821429,0.209821429,0.366071429,0.035714286,0.379464286
0.785714286,0.357142857,0.401785714,0.066964286,0.129464286
0.584821429,0.5,0.330357143,0.053571429,0.084821429
0.669642857,0.383928571,0.40625,0.0625,0.084821429
0.571428571,0.46875,0.316964286,0.0625,0.084821429
0.535714286,0.419642857,0.401785714,0.0625,0.263392857
0.638392857,0.433035714,0.370535714,0.058035714,0.089285714
0.776785714,0.504464286,0.34375,0.058035714,0.120535714
0.602678571,0.410714286,0.366071429,0.0625,0.084821429
0.571428571,0.491071429,0.245535714,0.066964286,0.080357143
0.785714286,0.446428571,0.267857143,0.049107143,0.080357143
0.651785714,0.401785714,0.299107143,0.058035714,0.111607143
0.758928571,0.334821429,0.366071429,0.049107143,0.245535714
0.660714286,0.34375,0.504464286,0.049107143,0.084821429
0.638392857,0.334821429,0.459821429,0.044642857,0.34375
0.482142857,0.397321429,0.308035714,0.066964286,0.165178571
0.678571429,0.348214286,0.375,0.058035714,0.102678571
0.477678571,0.383928571,0.330357143,0.044642857,0.330357143
0.549107143,0.441964286,0.433035714,0.0625,0.116071429
0.919642857,0.482142857,0.28125,0.0625,0.080357143
0.727678571,0.446428571,0.357142857,0.058035714,0.227678571
0.544642857,0.459821429,0.388392857,0.053571429,0.254464286
0.535714286,0.397321429,0.375,0.049107143,0.098214286
0.575892857,0.21875,0.379464286,0.044642857,0.129464286
0.821428571,0.254464286,0.348214286,0.040178571,0.267857143
0.678571429,0.455357143,0.388392857,0.058035714,0.169642857
0.642857143,0.415178571,0.3125,0.0625,0.098214286
0.767857143,0.375,0.366071429,0.053571429,0.080357143
0.584821429,0.263392857,0.348214286,0.040178571,0.357142857
0.508928571,0.352678571,0.361607143,0.053571429,0.089285714
0.71875,0.433035714,0.397321429,0.0625,0.089285714
0.491071429,0.428571429,0.4375,0.0625,0.241071429
0.526785714,0.375,0.370535714,0.053571429,0.089285714
0.571428571,0.46875,0.316964286,0.0625,0.084821429
0.638392857,0.361607143,0.379464286,0.053571429,0.084821429
0.616071429,0.290178571,0.424107143,0.053571429,0.209821429
0.544642857,0.330357143,0.401785714,0.053571429,0.276785714
0.616071429,0.352678571,0.450892857,0.0625,0.084821429
0.629464286,0.357142857,0.397321429,0.0625,0.089285714
0.647321429,0.464285714,0.339285714,0.0625,0.084821429
0.660714286,0.397321429,0.366071429,0.0625,0.160714286
0.875,0.4375,0.375,0.058035714,0.169642857
