0.705357143,0.441964286,0.352678571,0.053571429,0.080357143
0.705357143,0.441964286,0.352678571,0.053571429,0.080357143
0.705357143,0.441964286,0.352678571,0.053571429,0.080357143
0.705357143,0.441964286,0.352678571,0.053571429,0.080357143
0.504464286,0.294642857,0.455357143,0.049107143,0.169642857
0.696428571,0.477678571,0.383928571,0.0625,0.084821429
0.504464286,0.294642857,0.455357143,0.049107143,0.169642857
0.491071429,0.3125,0.348214286,0.049107143,0.160714286
0.495535714,0.46875,0.375,0.0625,0.129464286
0.495535714,0.46875,0.375,0.0625,0.129464286
0.491071429,0.3125,0.348214286,0.049107143,0.160714286
0.566964286,0.455357143,0.366071429,0.058035714,0.084821429
0.651785714,0.441964286,0.446428571,0.044642857,0.111607143
0.696428571,0.477678571,0.383928571,0.0625,0.084821429
0.504464286,0.294642857,0.455357143,0.049107143,0.169642857
0.566964286,0.455357143,0.366071429,0.058035714,0.084821429
0.410714286,0.410714286,0.388392857,0.058035714,0.09375
0.75,0.428571429,0.321428571,0.0625,0.084821429
0.526785714,0.459821429,0.236607143,0.053571429,0.084821429
0.495535714,0.46875,0.375,0.0625,0.129464286
0.508928571,0.352678571,0.361607143,0.053571429,0.089285714
0.651785714,0.441964286,0.446428571,0.044642857,0.111607143
0.647321429,0.428571429,0.4375,0.0625,0.09375
0.647321429,0.428571429,0.4375,0.0625,0.09375
0.544642857,0.459821429,0.388392857,0.053571429,0.254464286
0.732142857,0.34375,0.303571429,0.058035714,0.308035714
0.46875,0.495535714,0.415178571,0.058035714,0.1875
0.65625,0.5,0.370535714,0.066964286,0.089285714
0.732142857,0.34375,0.303571429,0.058035714,0.308035714
0.705357143,0.441964286,0.352678571,0.053571429,0.080357143
0.674107143,0.441964286,0.379464286,0.053571429,0.214285714
0.732142857,0.34375,0.303571429,0.058035714,0.308035714
0.446428571,0.495535714,0.325892857,0.0625,0.084821429
0.65625,0.5,0.370535714,0.066964286,0.089285714
0.508928571,0.352678571,0.361607143,0.053571429,0.089285714
0.651785714,0.441964286,0.446428571,0.044642857,0.111607143
0.410714286,0.410714286,0.388392857,0.058035714,0.09375
